3.83333	-0.166667	0	-0.333333	-0.333333	0	0	0	0	0	0	0
-0.166667	3.83333	-0.166667	-0.333333	-0.333333	-0.333333	0	0	0	0	0	0
0	-0.166667	3.83333	0	-0.333333	-0.333333	0	0	0	0	0	0
-0.333333	-0.333333	0	2.66667	-0.333333	0	-0.333333	-0.333333	0	0	0	0
-0.333333	-0.333333	-0.333333	-0.333333	2.66667	-0.333333	-0.333333	-0.333333	-0.333333	0	0	0
0	-0.333333	-0.333333	0	-0.333333	2.66667	0	-0.333333	-0.333333	0	0	0
0	0	0	-0.333333	-0.333333	0	2.66667	-0.333333	0	-0.333333	-0.333333	0
0	0	0	-0.333333	-0.333333	-0.333333	-0.333333	2.66667	-0.333333	-0.333333	-0.333333	-0.333333
0	0	0	0	-0.333333	-0.333333	0	-0.333333	2.66667	0	-0.333333	-0.333333
0	0	0	0	0	0	-0.333333	-0.333333	0	2.66667	-0.333333	0
0	0	0	0	0	0	-0.333333	-0.333333	-0.333333	-0.333333	2.66667	-0.333333
0	0	0	0	0	0	0	-0.333333	-0.333333	0	-0.333333	2.66667
