9239.99999998 -36189.35927858 
-9240.00000000 42457.54010700 
-20228.03804143 -21990.92222929 
20228.03804143 21961.22993645 
-20228.03804143 -21990.92222929 
20228.03804143 21961.22993645 
-20228.03804143 -21990.92222929 
20228.03804143 21961.22993645 
-20228.03804143 -21990.92222929 
20228.03804143 21961.22993645 
-26613.61361375 -17385.30419691 
-6385.57557232 4586.91293954 
-9240.00000000 9234.50640000 
17373.61361375 26604.66983060 
-17373.61361375 -26622.55739691 
17373.61361375 26604.66983060 
-17373.61361375 -26622.55739691 
17373.61361375 26604.66983060 
-17373.61361375 -26622.55739691 
17373.61361375 26604.66983060 
-17373.61361375 -26622.55739691 
17373.61361375 26604.66983060 
-8133.61361375 -26619.81059691 
17373.61361375 26604.66983060 
26613.61361375 11370.16343060 
