53.3333	-40	0	0	0	0	0	0	0	0	0	0
-40	93.3333	-66.6667	10	0	0	0	0	0	0	0	0
0	-66.6667	160	-93.3333	0	0	0	0	0	0	0	0
0	10	-93.3333	186.667	-120	16.6667	0	0	0	0	0	0
0	0	0	-120	266.667	-146.667	0	0	0	0	0	0
0	0	0	16.6667	-146.667	251.667	-140	18.3333	0	0	0	0
0	0	0	0	0	-140	293.333	-153.333	0	0	0	0
0	0	0	0	0	18.3333	-153.333	280	-166.667	21.6667	0	0
0	0	0	0	0	0	0	-166.667	346.667	-180	0	0
0	0	0	0	0	0	0	21.6667	-180	326.667	-193.333	25
0	0	0	0	0	0	0	0	0	-193.333	400	-206.667
0	0	0	0	0	0	0	0	0	25	-206.667	181.667
