290.24755536   1.00124232 
 23.39792708  23.39792708 
-82.17243493  69.75765468 
-82.17190087 530.41273862 
280.01733244 337.67783383 
310.13940557   1.12917768 
288.29215704   1.95975623 
282.25628865   3.73635004 
270.32976765   5.91370677 
250.00800350   9.64888930 
220.24913094  15.31786052 
182.87506895  20.41506048 
140.27153522  23.03792204 
 94.16180504  23.77537300 
 46.98131651  23.54601195 
 23.09930764  46.67191616 
 22.15004546  92.62751845 
 20.28983986 137.08743034 
 17.04518243 177.86536302 
 12.02914511 210.20302460 
  5.02209812 228.69307341 
 -4.86994487 228.61576447 
-20.47736466 202.71893979 
-56.19564032 125.90454997 
-125.15594916 138.66184658 
-170.64186097 253.90927421 
-170.43268097 346.48685770 
-124.94650213 461.56697205 
-55.67524260 474.68037616 
-17.61481980 400.69549829 
  2.76134505 384.65001524 
 28.93342559 427.57857828 
407.70302510  45.20330705 
341.25083159  12.70351467 
321.28015104   6.16368283 
312.58873198   2.48561077 
308.04587763   1.99093379 
302.79109558   3.08480724 
296.77727636   2.94908620 
292.08613331   1.79124508 
303.38145658   7.11100467 
 -6.81190817 239.93118735 
333.87548698  23.60776050 
272.93051602  11.57096315 
371.13142808  64.96718333 
254.50445290  18.06836650 
226.13308726  29.80944882 
187.30515275  41.97641192 
141.96952640  47.41625960 
 93.98123100  47.59385801 
 34.47423956 180.21486133 
 24.84843720 214.49230335 
 11.78164400 235.71680310 
-35.26670999 221.76143997 
-89.01231297 172.44391850 
-88.17812835 427.85250717 
-31.11660291 379.63225567 
  6.28542386 366.96517838 
 49.74316818 394.11120811 
284.39012565   7.80071820 
317.04678657  11.12157551 
290.14159080   3.89882155 
267.12659848  32.08803760 
313.17222648  81.37078985 
203.52897908  94.14281481 
 92.21174467  95.92482028 
-126.62836357 259.78761186 
-126.05437781 340.80828743 
-50.50795517 328.76558238 
 69.31508670 187.95158564 
277.43479367  20.34815239 
310.05114503   4.50497529 
295.62018982   6.76777820 
290.46821720  18.12492397 
312.11391770  38.70448142 
245.33429865  55.14825604 
142.25883874  98.00404595 
 44.87926810  93.26626689 
 41.15794698 138.22044923 
-53.22678982 269.88304593 
 -3.74198859 270.99149439 
 30.46506898 254.98089637 
331.74810119 215.89813906 
 52.49507366 225.88404782 
305.91953816  18.11634135 
275.21808781  72.00299752 
136.02644781 164.37039241 
199.84147101 355.60991676 
 59.71078977 277.71260810 
 14.57724079 318.33656394 
 90.53139104 237.45639500 
262.51424692 118.98964774 
 84.41913007 143.32565975 
 99.19887622 201.92388109 
286.48999385  40.29259400 
304.86437637 126.40656085 
232.18273646 182.98933994 
 46.59896230  46.97544212 
161.83877853 436.69518099 
152.78984512 249.63408792 
 78.57277577 339.89963163 
 92.17437814 301.02312787 
187.48663172 148.03323196 
