299.62984146   3.31692457 
305.95234970   2.85268991 
117.75890414  23.85664918 
 -6.05105527 382.44298287 
327.52224368   8.48532181 
249.92986324  33.15489513 
354.97941949  16.92170752 
296.27294632  57.56589846 
202.96597159  18.61092606 
214.10422392  55.44717910 
162.78416630  22.21919491 
 23.39792708  23.39792708 
 19.08027701 158.86572901 
124.14287520 219.09401998 
 69.63252797  70.86383934 
 15.01008784 196.86499703 
  0.99599386 233.84509464 
-173.14425855 300.25250993 
-30.21884572 182.05144526 
-168.13946339 207.56603849 
-82.17243493  69.75765468 
-73.64092481 369.32807089 
-82.17190087 530.41273862 
 11.57374538 386.85704762 
 29.99651989 234.19518986 
268.07194134  19.82079227 
310.13940557   1.12917768 
290.05733785   9.09452591 
286.33675872   2.91827015 
282.99058743  14.63564678 
290.24755536   1.00124232 
278.17581859   4.55442994 
309.07476647  10.19598970 
-10.73588360 223.38643431 
269.26273708  48.78844487 
262.48371672   7.27298361 
237.53229029  12.02479499 
460.42663072  73.48490659 
248.04037037  83.20250506 
 65.58445354 116.94619130 
 70.56470594  23.69409682 
 21.49940271 115.30913168 
 22.80068821  69.94590523 
  9.04820238 223.54105218 
105.89096898 370.53694806 
 25.62361270 284.47981713 
-167.72110339 392.72120547 
-29.17858432 418.94801371 
-75.51850783 230.40053558 
-23.08382411 296.99293997 
 46.29310580 468.30010894 
-24.59360281 251.20734471 
 59.15428346 249.96270276 
315.03805839   3.84204386 
316.55207773  21.96294665 
293.92471126   2.58124783 
176.32584322 183.66365362 
336.44820700  47.06106600 
169.36624920  71.62834760 
117.96878596  71.96084672 
115.66121122 123.92840377 
-89.71122451 300.93136344 
 45.33893870 203.36797434 
237.68478277 253.99276194 
299.18243974  28.22801456 
298.86886871  12.07841450 
 97.96320085 170.66729898 
  7.08585986 251.28587574 
-15.59584724 347.80995523 
 35.21485258 350.75072781 
103.33785291 264.75853296 
333.33226080 471.24848596 
287.29629745  98.45514171 
220.09494334 135.93745658 
294.62537653 158.36348761 
 50.72741000 311.64937956 
166.03910858 124.49858569 
 58.46765467 161.76074493 
 75.49055259 216.01032430 
281.24185224  26.58801812 
332.67145512 122.40105322 
122.45787150 326.66147110 
