9	4	2	4	0	1	1   1
1	200	0.3	1
1	0   0
1	0.0	0.0
2	0.2	0.0
3	0.5	0.0
4	0.0	0.3
5	0.4	0.4
6	0.5	0.2
7	0.0	0.5
8	0.3	0.5
9	0.5	0.5
1	1	2	5	4   1   1
2	2	3	6	5   1   1
3	4	5	8	7   1   1
4	5	6	9	8   1   1
5   1   50
5   2   30
1   1   0
1   2   0
4   1   0
7   1   0
