   0.5286   1.3370  -0.0394   0.4558
   0.4356   0.6640  -0.0272   0.5444
   0.5364   1.3929  -0.1280  -0.1845
   0.4499   0.7673  -0.0920   0.0759
   0.1714   0.4287   0.0215   0.0954
   0.1337   0.3453   0.0381   0.1322
   0.1661   0.4171  -0.0106   0.0245
   0.0937   0.2569   0.0020   0.0524
   0.4033   0.6500  -0.0205   0.0192
   0.3687   0.6577  -0.0245   0.0201
   0.4202   0.6463  -0.1018   0.0372
   0.3757   0.6561  -0.1307   0.0436
  -1.1925  -0.7282  -0.9936  -0.6833
   0.1704   0.4001  -0.2380  -0.0579
   0.0057   0.2638  -0.0734   0.0784
   0.2133   0.4356  -0.0564   0.0925
