   1.4624e+02   9.9816e+01   9.9816e+01   1.3503e+02
   1.3163e+02   4.8984e+01   4.8984e+01   1.4837e+02
   1.0572e+02   9.7302e+01   9.7302e+01  -5.1906e+00
   1.0388e+02   5.1946e+01   5.1946e+01   4.6353e+01
   4.3962e+01   3.4630e+01   3.4630e+01   3.2266e+01
   3.8091e+01   2.9495e+01   2.9495e+01   3.7860e+01
   3.8132e+01   3.1268e+01   3.1268e+01   1.6339e+01
   2.4042e+01   1.9920e+01   1.9920e+01   1.7701e+01
   8.9899e+01   4.8429e+01   4.8429e+01   3.0814e+01
   8.2365e+01   4.8703e+01   4.8703e+01   2.8734e+01
   9.4803e+01   4.1889e+01   4.1889e+01   3.5878e+01
   8.5448e+01   4.0417e+01   4.0417e+01   3.4352e+01
  -3.0715e+02  -1.3244e+02  -1.3244e+02  -2.2881e+02
   3.3628e+01   1.2462e+01   1.2462e+01  -1.4899e+00
   6.4292e+00   1.4643e+01   1.4643e+01   1.7609e+01
   5.2978e+01   2.9170e+01   2.9170e+01   3.4392e+01
