-101.131	19.7683	-89.7778	0	51.4982	0
14.2738	-24.4204	51.4982	0	-92.7959	0
0	0	0	0	0	0
0	0	0	0	0	0
-31.8522	-26.3677	-57.1492	-47.8853	-5.16046	37.1142
-26.3677	-16.6359	-5.16046	37.1142	93.0945	-57.6811
0	0	0	0	0	0
0	0	0	0	0	0
0	0	-47.0995	-9.41299	-27.4515	-16.5185
0	0	-27.4515	-11.024	-126.365	51.2671
0	0	0	0	0	0
0	0	0	0	0	0
