   1.0756e+02   2.1071e+01        0e+00
   1.0361e+02   2.4034e+01        0e+00
   1.0013e+02  -3.7651e+00        0e+00
   9.8730e+01   5.8247e+00        0e+00
   9.9103e+01  -7.7866e-02        0e+00
   9.8644e+01  -9.5412e-02        0e+00
   9.8959e+01  -3.5566e-01        0e+00
   9.8032e+01  -5.4449e-01        0e+00
   1.0303e+02   2.5042e+01        0e+00
   1.0333e+02   2.3347e+01        0e+00
   9.5426e+01   5.7709e-01        0e+00
   9.3389e+01  -8.4981e+00        0e+00
   1.2034e+02  -8.2140e-01        0e+00
   9.5871e+01  -2.6602e+00        0e+00
   9.9401e+01  -3.7748e-01        0e+00
   9.5451e+01  -1.4442e+00        0e+00
