   1.0183e+02   2.7581e+00   2.7581e+00   1.1984e+01
   1.0031e+02   1.1293e+00   1.1293e+00   5.8857e+00
   9.8786e+01  -4.9946e-01  -4.9946e-01  -2.1224e-01
   1.0052e+02  -9.9761e-01  -9.9761e-01   1.2461e+01
   9.9412e+01  -4.1783e-01  -4.1783e-01   5.8342e+00
   9.8306e+01   1.6196e-01   1.6196e-01  -7.9315e-01
   9.9207e+01  -4.7533e+00  -4.7533e+00   1.2939e+01
   9.8517e+01  -1.9650e+00  -1.9650e+00   5.7826e+00
   9.7827e+01   8.2338e-01   8.2338e-01  -1.3741e+00
