  0.00590713   0.56187635 
  0.01196117   0.56313533 
  0.02451817   0.56697048 
  0.03832493   0.57355160 
  0.05416701   0.58317610 
  0.00580465   0.54301682 
  0.00567502   0.51079150 
  0.00537798   0.52190401 
  0.00489553   0.53224161 
  0.01174141   0.54382708 
  0.02402434   0.54627242 
  0.03743862   0.55039236 
  0.05267466   0.55624458 
  0.00645509   0.55536998 
  0.00540545   0.46507796 
  0.00564524   0.47615800 
  0.00578573   0.48762581 
  0.00580363   0.49926005 
  0.00358621   0.42379566 
  0.02916763   0.41586693 
  0.02173244   0.41935791 
  0.01441481   0.42183062 
  0.00718431   0.42330552 
  0.00382396   0.42762412 
  0.00428407   0.43574241 
  0.00470882   0.44474860 
  0.00508738   0.45456229 
  0.07305228   0.59629675 
  0.09634015   0.61358490 
  0.12594640   0.63597588 
  0.16485376   0.66458208 
  0.07059130   0.56388835 
  0.09230522   0.57337016 
  0.11935055   0.58459358 
  0.15385386   0.59710556 
  0.06006786   0.39118592 
  0.05222632   0.39901619 
  0.04443104   0.40572406 
  0.03673543   0.41133181 
  0.56187752   0.00590646 
  0.58314765   0.05419268 
  0.57352844   0.03833675 
  0.56696158   0.02451831 
  0.56313465   0.01195947 
  0.66460475   0.16488143 
  0.63595500   0.12597145 
  0.61361170   0.09633521 
  0.59630454   0.07306405 
  0.65898829   0.65894020 
  0.78149758   0.41989481 
  0.74608006   0.29438861 
  0.70088536   0.21793650 
  0.21794541   0.70076835 
  0.29440295   0.74583853 
  0.41987092   0.78111045 
  0.19871015   0.60970782 
  0.25742744   0.61865273 
  0.32949617   0.61600844 
  0.40195187   0.59806884 
  0.09002823   0.34863538 
  0.08297857   0.36091393 
  0.07555312   0.37212324 
  0.06787708   0.38222086 
  0.54301747   0.00580507 
  0.55623421   0.05267817 
  0.55037732   0.03744581 
  0.54626657   0.02402853 
  0.54382624   0.01174291 
  0.53224122   0.00489569 
  0.52190375   0.00537789 
  0.51079138   0.00567497 
  0.55537144   0.00645496 
  0.59712929   0.15383839 
  0.58458623   0.11935464 
  0.57337082   0.09230963 
  0.56389793   0.07058802 
  0.59817836   0.40206824 
  0.61617218   0.32952285 
  0.61876309   0.25739969 
  0.60976676   0.19868453 
  0.49338951   0.49338878 
  0.46498287   0.58283383 
  0.58285381   0.46505636 
  0.11604735   0.27413710 
  0.11229254   0.29042550 
  0.10777955   0.30613763 
  0.10252469   0.32115205 
  0.09657967   0.33535264 
  0.49926002   0.00580360 
  0.48762583   0.00578571 
  0.47615805   0.00564522 
  0.46507802   0.00540545 
  0.12423740   0.20547407 
  0.12308298   0.22296917 
  0.12138443   0.24030311 
  0.11906214   0.25739228 
  0.42379575   0.00358621 
  0.45456236   0.00508737 
  0.44474869   0.00470882 
  0.43574250   0.00428407 
  0.42762421   0.00382396 
  0.42330561   0.00718431 
  0.42183072   0.01441481 
  0.41935800   0.02173244 
  0.41586702   0.02916763 
  0.41133190   0.03673544 
  0.40572416   0.04443105 
  0.39901629   0.05222634 
  0.39118601   0.06006788 
