146.23897931  99.81605114  99.81605114 135.03338367 
131.62626779  48.98409005  48.98409005 148.36625771 
105.71639266  97.30205581  97.30205581  -5.19059713 
103.87828022  51.94594425  51.94594425  46.35328641 
 43.96202268  34.63033559  34.63033559  32.26630919 
 38.09054898  29.49515650  29.49515650  37.85963095 
 38.13156180  31.26802771  31.26802771  16.33909952 
 24.04170478  19.92031402  19.92031402  17.70061287 
 89.89887892  48.42922842  48.42922842  30.81350050 
 82.36511799  48.70267641  48.70267641  28.73382102 
 94.80255372  41.88859887  41.88859887  35.87813720 
 85.44792397  40.41703867  40.41703867  34.35212698 
-307.14551500 -132.44186917 -132.44186917 -228.81145479 
 33.62842279  12.46240258  12.46240258  -1.48988986 
  6.42920660  14.64319405  14.64319405  17.60924373 
 52.97804301  29.16997968  29.16997968  34.39164993 
