  0.52864482   1.33704895  -0.03944029   0.45580845 
  0.43558195   0.66398524  -0.02719207   0.54439189 
  0.53636786   1.39290471  -0.12797798  -0.18452757 
  0.44986147   0.76725980  -0.09196252   0.07594901 
  0.17141065   0.42872877   0.02146559   0.09538851 
  0.13366330   0.34532762   0.03810942   0.13216233 
  0.16614916   0.41710373  -0.01061937   0.02449815 
  0.09365760   0.25693675   0.00202733   0.05244051 
  0.40327414   0.65004291  -0.02046294   0.01921918 
  0.36872486   0.65767959  -0.02454480   0.02012143 
  0.42019556   0.64630264  -0.10175086   0.03718686 
  0.37571143   0.65613530  -0.13071380   0.04358875 
 -1.19251039  -0.72815928  -0.99358502  -0.68333900 
  0.17037695   0.40005162  -0.23804039  -0.05789208 
  0.00573217   0.26375713  -0.07339561   0.07840241 
  0.21330274   0.43558600  -0.05637626   0.09249119 
