240.60935494  40.66300804   0.00000000 
189.69030559  90.30221991   0.00000000 
162.25745192 -61.73165640   0.00000000 
134.49307151  15.73849513   0.00000000 
 73.23478056   2.99355131   0.00000000 
 67.47047245   8.47970748   0.00000000 
 60.34752494  -5.87686362   0.00000000 
 41.04220918   0.70010847   0.00000000 
117.08502410   3.62735532   0.00000000 
111.14649905  -0.04756003   0.00000000 
116.55241856  14.12827237   0.00000000 
107.71458532  12.08546564   0.00000000 
-129.86655580 -406.09041399   0.00000000 
 37.60146210  -5.46292917   0.00000000 
 27.69313467  -3.65468435   0.00000000 
 74.29940537  13.07028757   0.00000000 
