293.24528754 -45.28649797 -66.04326507  23.10209440  51.49817826  74.80635952 -28.16519476 -111.09993757 -20.91687787   0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 
-45.28649797 211.28236697  28.59659990  -6.30023469 -92.79586040 -28.16519476 -47.76564335 -20.91687787 -40.00019742   0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 
-66.04326507  28.59659990 102.08514818 -31.96881717   0.00000000 -21.65042458  29.59481569 -14.39145853 -26.22259842   0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 
 23.10209440  -6.30023469 -31.96881717 113.11302665   0.00000000  29.59481569 -58.02237287 -20.72809293 -48.79041910   0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 
 51.49817826 -92.79586040   0.00000000   0.00000000 313.13946101  -5.16045549  93.09449102   0.00000000   0.00000000 -135.99462423 -27.45151151 -126.36464519   0.00000000   0.00000000 
 74.80635952 -28.16519476 -21.65042458  29.59481569  -5.16045549 1140.04553801 255.93654195 -377.42189803 -40.30846946  37.11418204 -340.01552122 -99.68563156 -338.87733888 -122.95812296 
-28.16519476 -47.76564335  29.59481569 -58.02237287  93.09449102 255.93654195 928.86337663 -40.30846946 -167.64419538 -57.68108122 -99.68563156 -439.72690207 -122.95812296 -234.48173448 
-111.09993757 -20.91687787 -14.39145853 -20.72809293   0.00000000 -377.42189803 -40.30846946 334.95962617  27.89938620   0.00000000  80.63558064  51.52955153  87.31808732   2.52450252 
-20.91687787 -40.00019742 -26.22259842 -48.79041910   0.00000000 -40.30846946 -167.64419538  27.89938620 203.86575933   0.00000000  51.52955153  47.66854767   8.01900802   4.90050490 
  0.00000000   0.00000000   0.00000000   0.00000000 -135.99462423  37.11418204 -57.68108122   0.00000000   0.00000000 142.40862279 -16.51854308  51.26708265   0.00000000   0.00000000 
  0.00000000   0.00000000   0.00000000   0.00000000 -27.45151151 -340.01552122 -99.68563156  80.63558064  51.52955153 -16.51854308 311.28888623  63.61410611   4.60350460  28.51202851 
  0.00000000   0.00000000   0.00000000   0.00000000 -126.36464519 -99.68563156 -439.72690207  51.52955153  47.66854767  51.26708265  63.61410611 407.60735739  23.01752302  59.54855955 
  0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 -338.87733888 -122.95812296  87.31808732   8.01900802   0.00000000   4.60350460  23.01752302 246.95574696  91.92159192 
  0.00000000   0.00000000   0.00000000   0.00000000   0.00000000 -122.95812296 -234.48173448   2.52450252   4.90050490   0.00000000  28.51202851  59.54855955  91.92159192 170.03267003 
