103	82	0	32	5	0	1	1
1	1.5	1.5	1				
1	0						
1	0	1					
2	0	0					
3	1	0					
4	1	0.5					
5	0.5	0.5					
6	0.5	1					
7	0	0.899999976					
8	0	0.800000012					
9	0	0.699999988					
10	0	0.600000024					
11	0	0.5					
12	0	0.400000006					
13	0	0.300000012					
14	0	0.200000003					
15	0	0.100000001					
16	0.100000001	0					
17	0.200000003	0					
18	0.300000012	0					
19	0.400000006	0					
20	0.5	0					
21	0.600000024	0					
22	0.699999988	0					
23	0.800000012	0					
24	0.899999976	0					
25	1	0.100000001					
26	1	0.200000003					
27	1	0.300000012					
28	1	0.400000006					
29	0.899999976	0.5					
30	0.800000012	0.5					
31	0.699999988	0.5					
32	0.600000024	0.5					
33	0.5	0.600000024					
34	0.5	0.699999988					
35	0.5	0.800000012					
36	0.5	0.899999976					
37	0.400000006	1					
38	0.300000012	1					
39	0.200000003	1					
40	0.100000001	1					
41	0.299191624	0.893818617					
42	0.695385516	0.098303765					
43	0.408901632	0.695329905					
44	0.076277837	0.705230117					
45	0.417044312	0.594816148					
46	0.079264447	0.610097885					
47	0.090569608	0.510185897					
48	0.101965882	0.403924704					
49	0.102357954	0.300677419					
50	0.100756742	0.199638337					
51	0.39536795	0.089217059					
52	0.49448961	0.088955313					
53	0.594227493	0.09296722					
54	0.796846807	0.100566275					
55	0.898709834	0.100683719					
56	0.898533106	0.399405092					
57	0.795292974	0.400511652					
58	0.691597283	0.408435315					
59	0.596661329	0.430371374					
60	0.090841703	0.796384037					
61	0.402765512	0.79594183					
62	0.098696493	0.89688617					
63	0.158762708	0.62689966					
64	0.334887087	0.589398265					
65	0.21241197	0.41245538					
66	0.200962365	0.196595699					
67	0.89739567	0.201106742					
68	0.89692539	0.300490528					
69	0.788627684	0.302238733					
70	0.392146617	0.170734823					
71	0.140560433	0.700538874					
72	0.39991051	0.897486627					
73	0.198842973	0.890989006					
74	0.195753142	0.769248307					
75	0.319486737	0.684017301					
76	0.177831978	0.529541433					
77	0.206465587	0.297466844					
78	0.199067324	0.097629644					
79	0.297632009	0.093033887					
80	0.791733623	0.202296227					
81	0.684403419	0.198676065					
82	0.581346631	0.18317236					
83	0.421212554	0.48389715					
84	0.484389096	0.172512412					
85	0.303479075	0.786557317					
86	0.257438421	0.563090146					
87	0.324446648	0.285963804					
88	0.485673785	0.407562226					
89	0.55711621	0.263450712					
90	0.662663221	0.306877077					
91	0.465158433	0.253623724					
92	0.293874085	0.476261526					
93	0.3011989	0.185495704					
94	0.395111859	0.234623596					
95	0.23568885	0.65967977					
96	0.348920614	0.515437484					
97	0.36183998	0.416832805					
98	0.099846236	0.099247485					
99	0.522592545	0.446597487					
100	0.432974011	0.33984524					
101	0.567896783	0.368842363					
102	0.525794327	0.323305249					
103	0.303119987	0.370306253					
1	39	73	41	38	1	1	
2	38	41	72	37	1	1	
3	14	50	49	13	1	1	
4	31	58	57	30	1	1	
5	34	35	61	43	1	1	
6	46	47	76	63	1	1	
7	43	45	33	34	1	1	
8	95	86	64	75	1	1	
9	12	48	47	11	1	1	
10	47	48	65	76	1	1	
11	13	49	48	12	1	1	
12	98	15	2	16	1	1	
13	18	19	51	79	1	1	
14	94	91	100	87	1	1	
15	78	66	50	98	1	1	
16	52	51	19	20	1	1	
17	42	53	21	22	1	1	
18	27	68	67	26	1	1	
19	55	54	23	24	1	1	
20	26	67	55	25	1	1	
21	24	3	25	55	1	1	
22	69	68	56	57	1	1	
23	29	56	28	4	1	1	
24	32	59	58	31	1	1	
25	84	52	53	82	1	1	
26	63	71	44	46	1	1	
27	37	72	36	6	1	1	
28	60	74	73	62	1	1	
29	8	60	62	7	1	1	
30	71	74	60	44	1	1	
31	40	1	7	62	1	1	
32	44	60	8	9	1	1	
33	72	41	85	61	1	1	
34	22	23	54	42	1	1	
35	86	95	63	76	1	1	
36	44	9	10	46	1	1	
37	46	10	11	47	1	1	
38	5	33	45	83	1	1	
39	92	86	76	65	1	1	
40	93	66	78	79	1	1	
41	50	14	15	98	1	1	
42	79	78	17	18	1	1	
43	16	17	78	98	1	1	
44	53	52	20	21	1	1	
45	99	88	101	59	1	1	
46	89	82	81	90	1	1	
47	28	56	68	27	1	1	
48	30	57	56	29	1	1	
49	55	67	80	54	1	1	
50	81	80	69	90	1	1	
51	59	32	5	99	1	1	
52	54	80	81	42	1	1	
53	89	91	84	82	1	1	
54	72	61	35	36	1	1	
55	61	85	75	43	1	1	
56	40	62	73	39	1	1	
57	97	103	87	100	1	1	
58	64	45	43	75	1	1	
59	48	49	77	65	1	1	
60	49	50	66	77	1	1	
61	66	93	87	77	1	1	
62	67	68	69	80	1	1	
63	51	52	84	70	1	1	
64	83	97	100	88	1	1	
65	85	74	95	75	1	1	
66	41	73	74	85	1	1	
67	94	87	93	70	1	1	
68	42	81	82	53	1	1	
69	69	57	58	90	1	1	
70	101	90	58	59	1	1	
71	102	100	91	89	1	1	
72	99	5	83	88	1	1	
73	92	96	64	86	1	1	
74	103	97	92	65	1	1	
75	97	83	96	92	1	1	
76	89	90	101	102	1	1	
77	77	87	103	65	1	1	
78	93	79	51	70	1	1	
79	94	70	84	91	1	1	
80	95	74	71	63	1	1	
81	96	83	45	64	1	1	
82	102	101	88	100	1	1	
4	1	200					
5	1	200					
6	1	200					
29	1	200					
30	1	200					
31	1	200					
32	1	200					
33	1	200					
34	1	200					
35	1	200					
36	1	200					
1	1	300					
2	1	300					
3	1	300					
7	1	300					
8	1	300					
9	1	300					
10	1	300					
11	1	300					
12	1	300					
13	1	300					
14	1	300					
15	1	300					
16	1	300					
17	1	300					
18	1	300					
19	1	300					
20	1	300					
21	1	300					
22	1	300					
23	1	300					
24	1	300					
18	4	-220					
20	4	-220					
47	4	-220					
21	2	-220					
23	3	-220					
