   2.9025e+02   1.0012e+00
   2.3398e+01   2.3398e+01
  -8.2172e+01   6.9758e+01
  -8.2172e+01   5.3041e+02
   2.8002e+02   3.3768e+02
   3.1014e+02   1.1292e+00
   2.8829e+02   1.9598e+00
   2.8226e+02   3.7364e+00
   2.7033e+02   5.9137e+00
   2.5001e+02   9.6489e+00
   2.2025e+02   1.5318e+01
   1.8288e+02   2.0415e+01
   1.4027e+02   2.3038e+01
   9.4162e+01   2.3775e+01
   4.6981e+01   2.3546e+01
   2.3099e+01   4.6672e+01
   2.2150e+01   9.2628e+01
   2.0290e+01   1.3709e+02
   1.7045e+01   1.7787e+02
   1.2029e+01   2.1020e+02
   5.0221e+00   2.2869e+02
  -4.8699e+00   2.2862e+02
  -2.0477e+01   2.0272e+02
  -5.6196e+01   1.2590e+02
  -1.2516e+02   1.3866e+02
  -1.7064e+02   2.5391e+02
  -1.7043e+02   3.4649e+02
  -1.2495e+02   4.6157e+02
  -5.5675e+01   4.7468e+02
  -1.7615e+01   4.0070e+02
   2.7613e+00   3.8465e+02
   2.8933e+01   4.2758e+02
   4.0770e+02   4.5203e+01
   3.4125e+02   1.2704e+01
   3.2128e+02   6.1637e+00
   3.1259e+02   2.4856e+00
   3.0805e+02   1.9909e+00
   3.0279e+02   3.0848e+00
   2.9678e+02   2.9491e+00
   2.9209e+02   1.7912e+00
   3.0338e+02   7.1110e+00
  -6.8119e+00   2.3993e+02
   3.3388e+02   2.3608e+01
   2.7293e+02   1.1571e+01
   3.7113e+02   6.4967e+01
   2.5450e+02   1.8068e+01
   2.2613e+02   2.9809e+01
   1.8731e+02   4.1976e+01
   1.4197e+02   4.7416e+01
   9.3981e+01   4.7594e+01
   3.4474e+01   1.8021e+02
   2.4848e+01   2.1449e+02
   1.1782e+01   2.3572e+02
  -3.5267e+01   2.2176e+02
  -8.9012e+01   1.7244e+02
  -8.8178e+01   4.2785e+02
  -3.1117e+01   3.7963e+02
   6.2854e+00   3.6697e+02
   4.9743e+01   3.9411e+02
   2.8439e+02   7.8007e+00
   3.1705e+02   1.1122e+01
   2.9014e+02   3.8988e+00
   2.6713e+02   3.2088e+01
   3.1317e+02   8.1371e+01
   2.0353e+02   9.4143e+01
   9.2212e+01   9.5925e+01
  -1.2663e+02   2.5979e+02
  -1.2605e+02   3.4081e+02
  -5.0508e+01   3.2877e+02
   6.9315e+01   1.8795e+02
   2.7743e+02   2.0348e+01
   3.1005e+02   4.5050e+00
   2.9562e+02   6.7678e+00
   2.9047e+02   1.8125e+01
   3.1211e+02   3.8704e+01
   2.4533e+02   5.5148e+01
   1.4226e+02   9.8004e+01
   4.4879e+01   9.3266e+01
   4.1158e+01   1.3822e+02
  -5.3227e+01   2.6988e+02
  -3.7420e+00   2.7099e+02
   3.0465e+01   2.5498e+02
   3.3175e+02   2.1590e+02
   5.2495e+01   2.2588e+02
   3.0592e+02   1.8116e+01
   2.7522e+02   7.2003e+01
   1.3603e+02   1.6437e+02
   1.9984e+02   3.5561e+02
   5.9711e+01   2.7771e+02
   1.4577e+01   3.1834e+02
   9.0531e+01   2.3746e+02
   2.6251e+02   1.1899e+02
   8.4419e+01   1.4333e+02
   9.9199e+01   2.0192e+02
   2.8649e+02   4.0293e+01
   3.0486e+02   1.2641e+02
   2.3218e+02   1.8299e+02
   4.6599e+01   4.6975e+01
   1.6184e+02   4.3670e+02
   1.5279e+02   2.4963e+02
   7.8573e+01   3.3990e+02
   9.2174e+01   3.0102e+02
   1.8749e+02   1.4803e+02
