1.99895	-0.263982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.484981	0	0	0	0	0	0	0	0	0	0	0	-0.488643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-0.263982	2.00212	-0.27192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.511638	0	0	0	0	0	0	0	0	0	0	0	-0.46191	-0.492673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-0.27192	2.00567	-0.268275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.506694	0	0	0	0	0	0	0	0	0	0	-0.507867	-0.450916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	-0.268275	2.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47634	0	0	0	0	0	0	0	0	0	0	0	-0.493762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.99871	-0.28108	0	0	-0.483654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.464911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.28108	2.00384	-0.305107	0	-0.416187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.517461	-0.484006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-0.305107	2.01663	-0.294216	-0.518875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.514422	0	0	0	0	0	0	0	0	0	0	-0.384008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	-0.294216	1.99958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.447288	0	0	0	0	0	0	0	0	0	0	-0.487664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-0.483654	-0.416187	-0.518875	0	3.99856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52413	0	0	0	0	0	0	0	0	0	0	-0.555869	-0.642219	-0.437488	0	0	0	0	0	0	0	0	0	0	-0.420141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	4.01229	0	0	0	0	0	0	0	0	0	0	-0.417713	-0.479717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.539618	-0.551134	-0.484169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
