4	1	0	3	1	1	1   2  
1	200	0.3	1
1	0   0
1	-0.5	-0.5
2	0.5    -0.5
3	0.5 0.5
4	-0.5 0.5
1	1   2   3   4   1   1
1   1   0
1   2   0
4   1   0
1   2   100 1   0
