1.42442e+07	488357	-1.4e+07	0	0	0	-244179	-488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488357	1.49767e+07	0	0	0	-7e+06	-488357	-976714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-1.4e+07	0	1.42442e+07	488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	488357	1.49767e+07	0	0	0	-7e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1.42442e+07	488357	-1.4e+07	0	0	0	-244179	-488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	-488357	-976714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-244179	-488357	0	0	-1.4e+07	0	1.42442e+07	488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-488357	-976714	0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.42442e+07	488357	-1.4e+07	0	0	0	-244179	-488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	-488357	-976714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-244179	-488357	0	0	-1.4e+07	0	1.42442e+07	488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-488357	-976714	0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1.42442e+07	488357	-1.4e+07	0	0	0	-244179	-488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	-488357	-976714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-244179	-488357	0	0	-1.4e+07	0	1.42442e+07	488357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-488357	-976714	0	-7e+06	0	0	488357	1.49767e+07	0	0	0	-7e+06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49652e+07	965201	-1.4e+07	0	0	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	-7e+06	0	0	965201	2.19652e+07	0	0	0	-1.4e+07	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-244179	-488357	0	0	-1.4e+07	0	2.92094e+07	1.45356e+06	0	0	0	0	-1.4e+07	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-488357	-976714	0	-7e+06	0	0	1.45356e+06	2.29419e+07	0	0	0	-1.4e+07	0	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e+07	0	-1.4e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	1.4e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	-1.4e+07	0	2.89652e+07	965201	0	0	-1.4e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	-1.4e+07	0	0	965201	1.49652e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965201	1.49652e+07	0	-1.4e+07	0	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	0	0	0	-1.4e+07	965201	1.49652e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965201	1.49652e+07	0	-1.4e+07	0	0	-965201	-965201	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	0	-1.4e+07	965201	1.49652e+07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	-965201	-965201	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965201	1.49652e+07	0	-1.4e+07	0	0	-965201	-965201	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	0	-1.4e+07	965201	1.49652e+07	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	-965201	-965201	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965201	1.49652e+07	0	-1.4e+07	0	0	-965201	-965201	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	-1.4e+07	0	0	0	2.89652e+07	965201	0	0	-1.4e+07	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	0	-1.4e+07	965201	1.49652e+07	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.4e+07	0	0	0	1.49652e+07	965201	0	0	-965201	-965201
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965201	1.49652e+07	0	-1.4e+07	-965201	-965201
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	-1.4e+07	0	0	0	2.89652e+07	965201	-1.4e+07	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	0	-1.4e+07	965201	1.49652e+07	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	-1.4e+07	0	1.49652e+07	965201
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-965201	-965201	0	0	965201	965201
