107.56074334  21.07093812   0.00000000 
103.61156476  24.03391841   0.00000000 
100.13457868  -3.76510272   0.00000000 
 98.73031958   5.82467337   0.00000000 
 99.10332909  -0.07786600   0.00000000 
 98.64417982  -0.09541176   0.00000000 
 98.95877356  -0.35566226   0.00000000 
 98.03231236  -0.54449100   0.00000000 
103.02775438  25.04186349   0.00000000 
103.33168742  23.34720097   0.00000000 
 95.42584546   0.57709147   0.00000000 
 93.38882315  -8.49805517   0.00000000 
120.34173177  -0.82139501   0.00000000 
 95.87104900  -2.66024497   0.00000000 
 99.40055107  -0.37748433   0.00000000 
 95.45110310  -1.44418003   0.00000000 
