293.24528754 -45.28649797 -66.04326507  23.10209440  74.80635952 -28.16519476 -111.09993757 -20.91687787   0.00000000   0.00000000   0.00000000   0.00000000 
-45.28649797 211.28236697  28.59659990  -6.30023469 -28.16519476 -47.76564335 -20.91687787 -40.00019742   0.00000000   0.00000000   0.00000000   0.00000000 
-66.04326507  28.59659990 102.08514818 -31.96881717 -21.65042458  29.59481569 -14.39145853 -26.22259842   0.00000000   0.00000000   0.00000000   0.00000000 
 23.10209440  -6.30023469 -31.96881717 113.11302665  29.59481569 -58.02237287 -20.72809293 -48.79041910   0.00000000   0.00000000   0.00000000   0.00000000 
 74.80635952 -28.16519476 -21.65042458  29.59481569 1140.04553801 255.93654195 -377.42189803 -40.30846946 -340.01552122 -99.68563156 -338.87733888 -122.95812296 
-28.16519476 -47.76564335  29.59481569 -58.02237287 255.93654195 928.86337663 -40.30846946 -167.64419538 -99.68563156 -439.72690207 -122.95812296 -234.48173448 
-111.09993757 -20.91687787 -14.39145853 -20.72809293 -377.42189803 -40.30846946 334.95962617  27.89938620  80.63558064  51.52955153  87.31808732   2.52450252 
-20.91687787 -40.00019742 -26.22259842 -48.79041910 -40.30846946 -167.64419538  27.89938620 203.86575933  51.52955153  47.66854767   8.01900802   4.90050490 
  0.00000000   0.00000000   0.00000000   0.00000000 -340.01552122 -99.68563156  80.63558064  51.52955153 311.28888623  63.61410611   4.60350460  28.51202851 
  0.00000000   0.00000000   0.00000000   0.00000000 -99.68563156 -439.72690207  51.52955153  47.66854767  63.61410611 407.60735739  23.01752302  59.54855955 
  0.00000000   0.00000000   0.00000000   0.00000000 -338.87733888 -122.95812296  87.31808732   8.01900802   4.60350460  23.01752302 246.95574696  91.92159192 
  0.00000000   0.00000000   0.00000000   0.00000000 -122.95812296 -234.48173448   2.52450252   4.90050490  28.51202851  59.54855955  91.92159192 170.03267003 
