106.79574821   8.09809009   8.09809009  21.83593326 
103.59983770  -0.96595790  -0.96595790  24.04564548 
 99.59695730   7.45450558   7.45450558  -3.22748134 
 98.72672150  -0.57815971  -0.57815971   5.82827145 
 99.10163906  -0.40940893  -0.40940893  -0.07617597 
 98.64224119  -0.43751099  -0.43751099  -0.09347313 
 98.95547266  -0.57255270  -0.57255270  -0.35236135 
 98.02711268  -0.71591957  -0.71591957  -0.53929132 
102.84747886  -3.74518994  -3.74518994  25.22213901 
102.64189350  -7.39574177  -7.39574177  24.03699488 
 95.39097880  -1.81819802  -1.81819802   0.61195814 
 92.97515453  -6.47891060  -6.47891060  -8.08438655 
120.26705437   3.00708688   3.00708688  -0.74671760 
 95.84184251   1.69614275   1.69614275  -2.63103848 
 99.40037828   0.13130279   0.13130279  -0.37731154 
 95.44748767   0.59186616   0.59186616  -1.44056460 
